"Date","DissolvedOxygenppm","DissolvedOxygenppm_Qual","WaterTemperature","WaterTemperature_Qual"
"20:00:00 14/07/2009",10.164,2,10.3,2
"20:00:00 14/07/2010",10.329,15,9.5,2
"20:00:00 14/07/2011",11.03,2,9,2
"20:00:00 14/07/2012",11.691,15,9.3,2
"20:00:00 14/07/2013",9.308,15,8.4,2
"20:00:00 14/08/2006",7.919,2,11.7,2
"20:00:00 14/08/2007",11.794,2,9.5,2
"20:00:00 14/08/2008",10.759,2,10.9,2
"20:00:00 14/08/2009",9.754,2,12.3,2
"20:00:00 14/08/2010",10.798,15,10.5,2
"20:00:00 14/08/2011",10.928,2,9.7,2
"20:00:00 14/08/2013",10.829,2,10.2,2
"20:00:00 14/09/2006",9.673,2,15,2
"20:00:00 14/09/2007",8.787,2,13.4,2
"20:00:00 14/09/2008",7.069,2,15.8,2
"20:00:00 14/09/2009",8.776,2,14,2
"20:00:00 14/09/2010",10.12,15,11.5,2
"20:00:00 14/09/2011",9.291,2,13.5,2
"20:00:00 14/09/2013",9.21,2,14.7,2
"20:00:00 14/10/2006",9.211,2,17.1,2
"20:00:00 14/10/2007",7.762,2,16.8,2
"20:00:00 14/10/2008",5.509,2,17.4,2
"20:00:00 14/10/2009",8.472,2,13.8,2
"20:00:00 14/10/2010",7.61,2,17.9,2
"20:00:00 14/10/2011",9.25,2,16.5,2
"20:00:00 14/10/2012",10.349,2,15.1,2
"20:00:00 14/10/2013",8.689,2,16.2,2
"20:00:00 14/11/2005",7.831,100,NA,170
"20:00:00 14/11/2006",7.624,2,19.1,2
"20:00:00 14/11/2007",9.124,2,18.9,2
"20:00:00 14/11/2008",4.192,2,19.8,2
"20:00:00 14/11/2009",6.173,2,21.8,2
"20:00:00 14/11/2011",6.088,15,22,2
"20:00:00 14/11/2013",9.607,2,17,2
"20:00:00 14/12/2005",NA,NA,NA,170
"20:00:00 14/12/2006",6.059,2,20.5,2
"20:00:00 14/12/2008",7.955,100,18.9,2
"20:00:00 14/12/2009",8.056,2,21.4,2
"20:00:00 14/12/2010",7.198,2,21.6,2
"20:00:00 14/12/2011",8.019,50,21.4,2
"20:00:00 14/12/2013",9.156,2,21,2
"20:00:00 15/01/2007",6.414,2,23,2
"20:00:00 15/01/2010",6.832,2,23.6,2
"20:00:00 15/01/2011",8.232,100,24.9,2
"20:00:00 15/01/2012",NA,161,21.7,2
"20:00:00 15/01/2013",NA,180,23,2
"20:00:00 15/01/2014",7.828,15,27.5,2
"20:00:00 15/02/2006",NA,NA,NA,170
"20:00:00 15/02/2007",5.542,2,24.6,2
"20:00:00 15/02/2008",3.875,2,NA,NA
"20:00:00 15/02/2010",7.957,2,23.1,2
"20:00:00 15/02/2011",2.556,100,23.5,2
"20:00:00 15/02/2012",NA,NA,23.7,2
"20:00:00 15/02/2013",NA,180,23.8,2
"20:00:00 15/02/2014",8.245,2,25.2,2
"20:00:00 15/03/2006",6.847,2,20.5,2
"20:00:00 15/03/2007",5.8,2,21.3,2
"20:00:00 15/03/2008",5.205,2,22.7,2
"20:00:00 15/03/2009",7.904,2,18.9,2
"20:00:00 15/03/2010",4.917,2,21.4,2
"20:00:00 15/03/2011",4.249,100,21.9,2
"20:00:00 15/03/2012",7.918,2,20,2
"20:00:00 15/03/2013",8.728,100,22.4,2
"20:00:00 15/04/2006",8.535,2,14.4,2
"20:00:00 15/04/2007",5.446,2,NA,NA
"20:00:00 15/04/2008",7.744,2,17.2,2
"20:00:00 15/04/2009",NA,NA,17.2,2
"20:00:00 15/04/2010",7.423,2,16.6,2
"20:00:00 15/04/2011",8.592,2,17.8,2
"20:00:00 15/05/2006",9.559,2,12.7,2
"20:00:00 15/05/2007",6.722,2,NA,NA
"20:00:00 15/05/2008",6.351,2,14.4,2
"20:00:00 15/05/2009",7.101,2,13.5,2
"20:00:00 15/05/2010",9.532,2,13.5,2
"20:00:00 15/05/2011",8.921,2,13.3,2
"20:00:00 15/05/2012",8.015,2,13.1,2
"20:00:00 15/05/2013",10.298,2,12.5,2
"20:00:00 15/06/2006",10.668,2,NA,NA
"20:00:00 15/06/2007",9.246,2,9.2,2
"20:00:00 15/06/2008",10.32,2,NA,NA
"20:00:00 15/06/2009",8.465,2,10.4,2
"20:00:00 15/06/2010",9.343,2,10,2
"20:00:00 15/06/2011",10.345,2,10.7,2
"20:00:00 15/06/2012",9.865,15,10.3,2
"20:00:00 15/06/2013",8.611,15,10.7,2
"20:00:00 15/07/2006",9.9,2,8.9,2
"20:00:00 15/07/2008",10.219,2,8.8,2
"20:00:00 15/07/2009",10.115,2,10.4,2
"20:00:00 15/07/2010",10.035,15,9.7,2
"20:00:00 15/07/2011",10.998,2,9,2
"20:00:00 15/07/2012",11.827,15,9.2,2
"20:00:00 15/07/2013",9.618,15,9.2,2
"20:00:00 15/08/2006",7.859,2,11.7,2
"20:00:00 15/08/2007",11.905,2,9.1,2
"20:00:00 15/08/2008",10.732,2,11.5,2
"20:00:00 15/08/2009",9.905,2,12.1,2
"20:00:00 15/08/2010",10.537,15,11.2,2
"20:00:00 15/08/2011",11.1,2,9.2,2
"20:00:00 15/08/2013",11.048,2,10.1,2
"20:00:00 15/09/2006",9.539,2,NA,NA
"20:00:00 15/09/2007",8.896,2,14,2
"20:00:00 15/09/2008",7.575,2,14.3,2
"20:00:00 15/09/2009",8.89,2,13.9,2
"20:00:00 15/09/2010",10.006,15,11.4,2
"20:00:00 15/09/2011",9.372,2,13.5,2
"20:00:00 15/09/2013",9.04,2,14.6,2
"20:00:00 15/10/2006",8,2,17,2
"20:00:00 15/10/2007",7.416,2,17.3,2
"20:00:00 15/10/2008",5.595,2,17.3,2
"20:00:00 15/10/2009",8.04,2,13.5,2
"20:00:00 15/10/2010",7.573,2,16,2
"20:00:00 15/10/2011",7.953,2,17.5,2
"20:00:00 15/10/2012",10.188,2,15.6,2
"20:00:00 15/10/2013",8.103,2,16.7,2
"20:00:00 15/11/2005",7.773,100,NA,170
"20:00:00 15/11/2006",7.433,2,16.4,2
"20:00:00 15/11/2007",8.518,2,19.9,2
"20:00:00 15/11/2008",6.773,2,19.9,2
"20:00:00 15/11/2009",5.844,2,22.3,2
"20:00:00 15/11/2011",6.317,15,22.8,2
"20:00:00 15/11/2013",9.55,2,17.2,2
"20:00:00 15/12/2005",NA,NA,NA,170
"20:00:00 15/12/2006",6.529,2,20.4,2
"20:00:00 15/12/2008",7.729,100,19.4,2
"20:00:00 15/12/2009",6.438,2,23.1,2
"20:00:00 15/12/2010",7.245,2,20.7,2
"20:00:00 15/12/2011",8.59,50,22.4,2
"20:00:00 15/12/2013",9.145,2,22.5,2
"20:00:00 16/01/2007",5.684,2,24.4,2
"20:00:00 16/01/2010",NA,NA,24,2
"20:00:00 16/01/2011",7.188,100,23.9,2
"20:00:00 16/01/2012",NA,161,23.7,2
"20:00:00 16/01/2013",NA,180,23.6,2
"20:00:00 16/01/2014",7.581,15,27.5,2
"20:00:00 16/02/2006",NA,NA,NA,170
"20:00:00 16/02/2007",5.359,2,24.9,2
"20:00:00 16/02/2008",4.135,2,22.2,2
"20:00:00 16/02/2010",6.545,2,22.9,2
"20:00:00 16/02/2011",2.037,100,24,2
"20:00:00 16/02/2012",NA,NA,22.3,2
"20:00:00 16/02/2013",NA,180,24.2,2
"20:00:00 16/02/2014",8.097,2,23.3,2
"20:00:00 16/03/2006",7.045,2,19.7,2
"20:00:00 16/03/2007",5.517,2,22,2
"20:00:00 16/03/2008",5.785,2,23.1,2
"20:00:00 16/03/2009",8.429,2,18.7,2
"20:00:00 16/03/2010",4.941,2,21.9,2
"20:00:00 16/03/2011",5.145,100,21.1,2
"20:00:00 16/03/2012",7.716,2,19.5,2
"20:00:00 16/03/2013",8.627,100,21,2
"20:00:00 16/04/2006",8.699,2,14.4,2
"20:00:00 16/04/2007",5.581,2,17.5,2
"20:00:00 16/04/2008",7.871,2,17.1,2
"20:00:00 16/04/2009",7.439,2,16.2,2
"20:00:00 16/04/2010",7.541,2,16.9,2
"20:00:00 16/04/2011",8.518,2,17.9,2
"20:00:00 16/05/2006",9.803,2,12.5,2
"20:00:00 16/05/2007",6.682,2,15.5,2
"20:00:00 16/05/2008",NA,NA,14.6,2
"20:00:00 16/05/2009",7.577,2,12.9,2
"20:00:00 16/05/2010",9.669,2,13.5,2
"20:00:00 16/05/2011",8.393,2,13.4,2
"20:00:00 16/05/2012",8.284,2,12.9,2
"20:00:00 16/05/2013",10.489,2,11.9,2
"20:00:00 16/06/2006",10.479,2,9.5,2
"20:00:00 16/06/2007",9.357,2,8.9,2
"20:00:00 16/06/2008",10.352,2,11.7,2
"20:00:00 16/06/2009",8.941,2,10.7,2
"20:00:00 16/06/2010",9.508,2,9.7,2
"20:00:00 16/06/2011",10.372,2,10.3,2
"20:00:00 16/06/2012",10.201,15,9.8,2
"20:00:00 16/06/2013",8.519,15,10.7,2
"20:00:00 16/07/2006",9.8,2,9.4,2
"20:00:00 16/07/2008",NA,NA,9.8,2
"20:00:00 16/07/2009",9.966,2,10.4,2
"20:00:00 16/07/2010",9.742,15,10.3,2
"20:00:00 16/07/2011",11.166,2,8.4,2
"20:00:00 16/07/2012",11.762,15,9.6,2
"20:00:00 16/07/2013",9.128,15,10,2
"20:00:00 16/08/2006",8.199,2,11.5,2
"20:00:00 16/08/2007",11.816,2,8.8,2
"20:00:00 16/08/2008",10.905,2,11.1,2
"20:00:00 16/08/2009",9.356,2,13.2,2
"20:00:00 16/08/2010",10.875,15,10.4,2
"20:00:00 16/08/2011",11.272,2,9.6,2
"20:00:00 16/08/2013",10.967,2,10.2,2
"20:00:00 16/09/2006",9.605,2,14.8,2
"20:00:00 16/09/2007",8.805,2,NA,NA
"20:00:00 16/09/2008",7.581,2,13.7,2
"20:00:00 16/09/2009",8.604,2,14.4,2
"20:00:00 16/09/2010",9.992,15,11.5,2
"20:00:00 16/09/2011",9.352,2,13.8,2
"20:00:00 16/09/2013",8.87,2,13.4,2
"20:00:00 16/10/2006",9.188,2,17.2,2
"20:00:00 16/10/2007",NA,NA,16.6,2
"20:00:00 16/10/2008",8.481,2,17.4,2
"20:00:00 16/10/2009",8.207,2,13.7,2
"20:00:00 16/10/2010",7.936,2,15.2,2
"20:00:00 16/10/2011",8.256,2,16.1,2
"20:00:00 16/10/2012",10.228,2,14.6,2
"20:00:00 16/10/2013",8.518,2,17,2
"20:00:00 16/11/2005",7.816,100,NA,170
"20:00:00 16/11/2006",8.341,2,15.7,2
"20:00:00 16/11/2007",8.511,2,20.7,2
"20:00:00 16/11/2008",6.354,2,19.1,2
"20:00:00 16/11/2009",6.916,2,20.8,2
"20:00:00 16/11/2011",6.645,15,20.9,2
"20:00:00 16/11/2013",9.293,2,17.7,2
"20:00:00 16/12/2005",NA,NA,NA,170
"20:00:00 16/12/2006",6.4,2,21.6,2
"20:00:00 16/12/2008",6.502,100,19.2,2
"20:00:00 16/12/2009",7.019,2,24.6,2
"20:00:00 16/12/2010",7.591,2,20.2,2
"20:00:00 16/12/2011",8.205,2,21.7,2
"20:00:00 16/12/2013",9.134,2,22.4,2
"20:00:00 17/01/2007",4.255,2,23.9,2
"20:00:00 17/01/2009",8.509,2,24.5,2
"20:00:00 17/01/2010",7.5,2,22.1,2
"20:00:00 17/01/2011",7.644,100,23.4,2
"20:00:00 17/01/2012",NA,161,25.3,2
"20:00:00 17/01/2013",NA,180,23.2,2
"20:00:00 17/01/2014",7.534,15,27.8,2
"20:00:00 17/02/2006",NA,NA,NA,170
"20:00:00 17/02/2007",5.475,2,25.6,2
"20:00:00 17/02/2008",5.296,2,23,2
"20:00:00 17/02/2010",5.734,2,22.8,2
"20:00:00 17/02/2011",1.919,100,23.1,2
"20:00:00 17/02/2012",NA,NA,21.7,2
"20:00:00 17/02/2013",NA,180,24.5,2
"20:00:00 17/02/2014",8.549,2,23.1,2
"20:00:00 17/03/2006",6.44,2,18.8,2
"20:00:00 17/03/2007",5.633,2,21.1,2
"20:00:00 17/03/2008",4.765,2,23.7,2
"20:00:00 17/03/2009",8.254,2,18.8,2
"20:00:00 17/03/2010",4.765,2,22.3,2
"20:00:00 17/03/2011",4.542,100,20.7,2
"20:00:00 17/03/2012",7.513,2,19.6,2
"20:00:00 17/03/2013",8.826,100,19.1,2
"20:00:00 17/04/2006",8.964,2,13.9,2
"20:00:00 17/04/2007",6.115,2,17.9,2
"20:00:00 17/04/2008",7.599,2,16.9,2
"20:00:00 17/04/2009",7.54,2,17.1,2
"20:00:00 17/04/2010",7.458,2,17.4,2
"20:00:00 17/04/2011",8.243,2,17.8,2
"20:00:00 17/05/2006",10.046,2,13,2
"20:00:00 17/05/2007",6.741,2,15.3,2
"20:00:00 17/05/2008",7.18,2,14.3,2
"20:00:00 17/05/2009",7.654,2,13,2
"20:00:00 17/05/2010",9.807,2,13.2,2
"20:00:00 17/05/2011",7.965,2,13.7,2
"20:00:00 17/05/2012",7.952,2,12.3,2
"20:00:00 17/05/2013",10.379,2,12.1,2
"20:00:00 17/06/2006",10.39,2,9.7,2
"20:00:00 17/06/2007",8.868,2,9.3,2
"20:00:00 17/06/2008",NA,NA,11.3,2
"20:00:00 17/06/2009",9.318,2,10.9,2
"20:00:00 17/06/2010",9.273,2,10.1,2
"20:00:00 17/06/2011",10.399,2,9.7,2
"20:00:00 17/06/2012",10.236,15,10.3,2
"20:00:00 17/06/2013",8.726,15,10.5,2
"20:00:00 17/07/2006",9.5,2,NA,NA
"20:00:00 17/07/2007",11.192,2,7.9,2
"20:00:00 17/07/2008",9.819,2,9.9,2
"20:00:00 17/07/2009",9.917,2,10.3,2
"20:00:00 17/07/2010",9.648,15,10.1,2
"20:00:00 17/07/2011",10.934,2,9,2
"20:00:00 17/07/2012",11.797,15,9.6,2
"20:00:00 17/07/2013",9.239,15,10.4,2
"20:00:00 17/08/2006",8.239,2,12.1,2
"20:00:00 17/08/2007",11.626,2,NA,NA
"20:00:00 17/08/2008",11.279,2,11.1,2
"20:00:00 17/08/2009",9.607,2,12.4,2
"20:00:00 17/08/2010",11.104,15,9.7,2
"20:00:00 17/08/2011",11.444,2,9.1,2
"20:00:00 17/08/2013",10.987,2,10.2,2
"20:00:00 17/09/2006",9.971,2,NA,NA
"20:00:00 17/09/2007",9.114,2,13.4,2
"20:00:00 17/09/2008",10.586,2,13.5,2
"20:00:00 17/09/2009",8.518,2,14.9,2
"20:00:00 17/09/2010",10.148,15,11.6,2
"20:00:00 17/09/2011",9.233,2,14.2,2
"20:00:00 17/09/2013",8.7,2,14.2,2
"20:00:00 17/10/2006",8.977,2,17.7,2
"20:00:00 17/10/2007",8.104,2,15.7,2
"20:00:00 17/10/2008",7.967,2,18,2
"20:00:00 17/10/2009",8.375,2,13.9,2
"20:00:00 17/10/2010",8.4,2,15.1,2
"20:00:00 17/10/2011",8.259,2,16.9,2
"20:00:00 17/10/2012",10.367,2,14.5,2
"20:00:00 17/10/2013",8.732,2,15.4,2
"20:00:00 17/11/2005",7.559,100,NA,170
"20:00:00 17/11/2006",7.95,2,18.6,2
"20:00:00 17/11/2007",8.105,2,21.4,2
"20:00:00 17/11/2008",6.936,2,19,2
"20:00:00 17/11/2009",6.087,2,20.9,2
"20:00:00 17/11/2011",6.573,15,22.1,2
"20:00:00 17/11/2013",8.536,2,19,2
"20:00:00 17/12/2005",NA,NA,NA,170
"20:00:00 17/12/2006",6.07,2,21.4,2
"20:00:00 17/12/2008",8.076,100,19.3,2
"20:00:00 17/12/2009",7.04,2,22.6,2
"20:00:00 17/12/2010",7.838,2,20.3,2
"20:00:00 17/12/2011",8.104,2,21.5,2
"20:00:00 17/12/2013",8.402,15,23.3,2
"20:00:00 18/01/2007",6.162,2,24.2,2
"20:00:00 18/01/2009",7.837,2,23.2,2
"20:00:00 18/01/2010",7.234,2,20.4,2
"20:00:00 18/01/2011",7.001,100,23.2,2
"20:00:00 18/01/2012",NA,161,25.4,2
"20:00:00 18/01/2013",NA,180,21.8,2
"20:00:00 18/01/2014",8.786,15,27.1,2
"20:00:00 18/02/2006",NA,NA,NA,170
"20:00:00 18/02/2007",5.391,2,26,2
"20:00:00 18/02/2008",6.556,2,23.7,2
"20:00:00 18/02/2010",6.222,2,23,2
"20:00:00 18/02/2011",2.001,100,21.9,2
"20:00:00 18/02/2012",NA,NA,22.3,2
"20:00:00 18/02/2013",NA,180,25,2
"20:00:00 18/02/2014",8.101,2,24,2
"20:00:00 18/03/2006",6.792,2,NA,NA
"20:00:00 18/03/2007",5.649,2,20,2
"20:00:00 18/03/2008",4.344,2,23.5,2
"20:00:00 18/03/2009",7.78,2,19,2
"20:00:00 18/03/2010",4.689,2,22.3,2
"20:00:00 18/03/2011",4.239,100,20.7,2
"20:00:00 18/03/2012",7.711,2,19.7,2
"20:00:00 18/03/2013",8.825,100,20,2
"20:00:00 18/04/2006",8.529,2,14.9,2
"20:00:00 18/04/2007",6.05,2,17.8,2
"20:00:00 18/04/2008",7.426,2,17.1,2
"20:00:00 18/04/2009",7.498,2,17.1,2
"20:00:00 18/04/2010",7.576,2,17.2,2
"20:00:00 18/04/2011",8.669,2,17.6,2
"20:00:00 18/05/2006",9.589,2,13.3,2
"20:00:00 18/05/2007",6.101,2,15.2,2
"20:00:00 18/05/2008",9.845,2,14,2
"20:00:00 18/05/2009",7.83,2,12.3,2
"20:00:00 18/05/2010",10.145,2,12.6,2
"20:00:00 18/05/2011",7.539,2,13.1,2
"20:00:00 18/05/2012",9.121,2,12.6,2
"20:00:00 18/05/2013",10.469,2,11.8,2
"20:00:00 18/06/2006",10.2,2,9.8,2
"20:00:00 18/06/2007",9.079,2,8.9,2
"20:00:00 18/06/2008",9.714,2,11.2,2
"20:00:00 18/06/2009",8.694,2,10.4,2
"20:00:00 18/06/2010",9.039,2,10.2,2
"20:00:00 18/06/2011",10.626,2,9.8,2
"20:00:00 18/06/2012",10.171,15,10.5,2
"20:00:00 18/06/2013",9.034,15,10,2
"20:00:00 18/07/2006",9.2,2,10.7,2
"20:00:00 18/07/2007",NA,NA,7.8,2
"20:00:00 18/07/2008",9.87,2,9.9,2
"20:00:00 18/07/2009",9.869,2,10.2,2
"20:00:00 18/07/2010",9.855,15,9.9,2
"20:00:00 18/07/2011",10.602,2,9.4,2
"20:00:00 18/07/2012",11.933,15,9.2,2
"20:00:00 18/07/2013",9.148,15,10.8,2
"20:00:00 18/08/2006",8.279,2,11.7,2
"20:00:00 18/08/2007",NA,NA,9.8,2
"20:00:00 18/08/2008",11.352,2,11.2,2
"20:00:00 18/08/2009",9.659,2,12.3,2
"20:00:00 18/08/2010",10.89,15,9.2,2
"20:00:00 18/08/2011",11.317,2,9.5,2
"20:00:00 18/08/2013",10.806,2,10.7,2
"20:00:00 18/09/2006",NA,NA,16.1,2
"20:00:00 18/09/2007",8.923,2,13.6,2
"20:00:00 18/09/2008",10.393,2,14.2,2
"20:00:00 18/09/2009",8.531,2,15.1,2
"20:00:00 18/09/2010",10.353,15,11.5,2
"20:00:00 18/09/2011",9.113,2,15,2
"20:00:00 18/09/2013",9.63,2,14.7,2
"20:00:00 18/10/2006",8.966,2,18.8,2
"20:00:00 18/10/2007",6.997,2,17.1,2
"20:00:00 18/10/2008",NA,NA,18.1,2
"20:00:00 18/10/2009",8.342,2,14,2
"20:00:00 18/10/2010",8.863,2,14.8,2
"20:00:00 18/10/2011",7.862,2,17.5,2
"20:00:00 18/10/2012",10.307,2,15.2,2
"20:00:00 18/10/2013",8.246,2,17.3,2
"20:00:00 18/11/2005",7.101,100,NA,NA
"20:00:00 18/11/2006",7.358,2,20.2,2
"20:00:00 18/11/2007",8.599,2,21,2
"20:00:00 18/11/2008",6.317,2,18.9,2
"20:00:00 18/11/2009",5.959,2,22.3,2
"20:00:00 18/11/2010",NA,180,NA,NA
"20:00:00 18/11/2011",7.402,15,23.1,2
"20:00:00 18/11/2013",8.679,2,19.8,2
"20:00:00 18/12/2005",NA,NA,NA,170
"20:00:00 18/12/2006",5.74,2,21.4,2
"20:00:00 18/12/2008",8.45,100,18.7,2
"20:00:00 18/12/2009",7.374,2,22.9,2
"20:00:00 18/12/2010",7.585,2,20.1,2
"20:00:00 18/12/2011",7.304,2,21.4,2
"20:00:00 18/12/2013",8.355,15,24.1,2
"20:00:00 19/01/2007",6.081,2,24,2
"20:00:00 19/01/2009",7.764,2,24.1,2
"20:00:00 19/01/2010",8.268,2,21,2
"20:00:00 19/01/2011",7.357,100,23.3,2
"20:00:00 19/01/2012",NA,161,24.7,2
"20:00:00 19/01/2013",NA,180,23.1,2
"20:00:00 19/01/2014",8.739,15,24.9,2
"20:00:00 19/02/2006",NA,NA,NA,170
"20:00:00 19/02/2007",5.108,2,26,2
"20:00:00 19/02/2008",6.517,2,23.9,2
"20:00:00 19/02/2010",6.211,2,23.8,2
"20:00:00 19/02/2011",2.783,100,23.7,2
"20:00:00 19/02/2012",NA,NA,22.9,2
"20:00:00 19/02/2013",NA,180,23.7,2
"20:00:00 19/02/2014",8.353,2,23.1,2
"20:00:00 19/03/2006",6.844,2,19.1,2
"20:00:00 19/03/2007",6.366,2,20.5,2
"20:00:00 19/03/2008",3.824,2,21.7,2
"20:00:00 19/03/2009",9.705,2,18.9,2
"20:00:00 19/03/2010",4.813,2,22.6,2
"20:00:00 19/03/2011",3.236,100,20.4,2
"20:00:00 19/03/2012",7.908,2,19.2,2
"20:00:00 19/03/2013",8.923,100,20,2
"20:00:00 19/04/2006",8.594,2,14.8,2
"20:00:00 19/04/2007",6.285,2,17.8,2
"20:00:00 19/04/2008",6.854,2,16.5,2
"20:00:00 19/04/2009",7.756,2,16.8,2
"20:00:00 19/04/2010",8.494,2,17.8,2
"20:00:00 19/04/2011",8.494,2,17.4,2
"20:00:00 19/05/2006",9.633,2,NA,NA
"20:00:00 19/05/2007",6.661,2,14.7,2
"20:00:00 19/05/2008",10.01,2,13.6,2
"20:00:00 19/05/2009",7.806,2,12.5,2
"20:00:00 19/05/2010",10.482,2,11.9,2
"20:00:00 19/05/2011",8.111,2,12.9,2
"20:00:00 19/05/2012",9.189,2,11.9,2
"20:00:00 19/05/2013",10.459,2,11.9,2
"20:00:00 19/06/2006",10.31,2,9.2,2
"20:00:00 19/06/2007",NA,NA,8.7,2
"20:00:00 19/06/2008",9.045,2,11.6,2
"20:00:00 19/06/2009",9.47,2,9.8,2
"20:00:00 19/06/2010",8.404,2,11,2
"20:00:00 19/06/2011",10.553,2,10.3,2
"20:00:00 19/06/2012",10.307,15,10.3,2
"20:00:00 19/06/2013",8.442,15,10.1,2
"20:00:00 19/07/2006",9.6,2,10.2,2
"20:00:00 19/07/2007",11.414,2,8,2
"20:00:00 19/07/2008",10.12,2,NA,NA
"20:00:00 19/07/2009",9.42,2,11,2
"20:00:00 19/07/2010",9.962,15,10.2,2
"20:00:00 19/07/2011",10.67,2,9.3,2
"20:00:00 19/07/2012",12.168,15,8.8,2
"20:00:00 19/07/2013",9.458,15,11.5,2
"20:00:00 19/08/2006",8.019,2,NA,NA
"20:00:00 19/08/2007",11.548,2,9.9,2
"20:00:00 19/08/2008",11.325,2,11.2,2
"20:00:00 19/08/2009",9.81,2,12.4,2
"20:00:00 19/08/2010",10.876,15,10,2
"20:00:00 19/08/2011",11.589,2,9.6,2
"20:00:00 19/08/2013",10.925,2,10.2,2
"20:00:00 19/09/2006",10.204,2,NA,NA
"20:00:00 19/09/2007",9.032,2,12.6,2
"20:00:00 19/09/2008",7.899,2,14.6,2
"20:00:00 19/09/2009",8.945,2,14.5,2
"20:00:00 19/09/2010",10.459,15,12.4,2
"20:00:00 19/09/2011",8.894,2,15.8,2
"20:00:00 19/09/2013",10.16,2,14,2
"20:00:00 19/10/2006",7.954,2,18.7,2
"20:00:00 19/10/2007",6.89,2,18,2
"20:00:00 19/10/2008",7.338,2,17.8,2
"20:00:00 19/10/2009",7.91,2,14.7,2
"20:00:00 19/10/2010",8.826,2,15.3,2
"20:00:00 19/10/2011",7.865,2,18.6,2
"20:00:00 19/10/2012",10.146,2,15.9,2
"20:00:00 19/10/2013",8.361,2,18.1,2
"20:00:00 19/11/2005",7.244,100,NA,170
"20:00:00 19/11/2006",6.967,2,20.8,2
"20:00:00 19/11/2007",8.292,2,22,2
"20:00:00 19/11/2008",6.298,2,19.5,2
"20:00:00 19/11/2009",5.93,2,23.3,2
"20:00:00 19/11/2010",NA,180,NA,NA
"20:00:00 19/11/2011",7.93,15,19.7,2
"20:00:00 19/11/2013",9.322,2,20.7,2
"20:00:00 19/12/2005",NA,NA,NA,170
"20:00:00 19/12/2006",6.111,2,22.4,2
"20:00:00 19/12/2008",8.523,100,18.8,2
"20:00:00 19/12/2009",7.409,2,22.4,2
"20:00:00 19/12/2010",7.431,2,19.9,2
"20:00:00 19/12/2011",7.604,2,22.3,2
"20:00:00 19/12/2013",8.007,15,26.2,2
"20:00:00 20/01/2007",5.8,2,24.8,2
"20:00:00 20/01/2009",7.592,2,24,2
"20:00:00 20/01/2010",7.102,2,21.3,2
"20:00:00 20/01/2011",6.813,100,24.4,2
"20:00:00 20/01/2012",NA,161,23.4,2
"20:00:00 20/01/2013",NA,180,23,2
"20:00:00 20/01/2014",7.991,15,24.1,2
"20:00:00 20/02/2006",NA,NA,NA,170
"20:00:00 20/02/2007",5.224,2,26.4,2
"20:00:00 20/02/2008",5.677,2,21.9,2
"20:00:00 20/02/2010",6.099,2,23.8,2
"20:00:00 20/02/2011",3.164,100,22.2,2
"20:00:00 20/02/2012",NA,NA,22.9,2
"20:00:00 20/02/2013",NA,180,23.3,2
"20:00:00 20/02/2014",8.805,2,21.3,2
"20:00:00 20/03/2006",7.196,2,18.3,2
"20:00:00 20/03/2007",4.782,2,19.7,2
"20:00:00 20/03/2008",5.204,2,20.6,2
"20:00:00 20/03/2009",8.23,2,19.2,2
"20:00:00 20/03/2010",4.338,2,23.1,2
"20:00:00 20/03/2011",2.933,100,21.5,2
"20:00:00 20/03/2012",7.606,2,19.6,2
"20:00:00 20/03/2013",8.822,100,20.3,2
"20:00:00 20/04/2006",8.559,2,14.6,2
"20:00:00 20/04/2008",8.282,2,15.8,2
"20:00:00 20/04/2009",7.915,2,16.5,2
"20:00:00 20/04/2010",7.712,2,18.4,2
"20:00:00 20/04/2011",8.72,2,17.3,2
"20:00:00 20/05/2006",8.777,2,13.2,2
"20:00:00 20/05/2007",7.42,2,13.9,2
"20:00:00 20/05/2008",8.574,2,NA,NA
"20:00:00 20/05/2009",NA,NA,12.1,2
"20:00:00 20/05/2010",10.619,2,11.7,2
"20:00:00 20/05/2011",9.283,2,12.8,2
"20:00:00 20/05/2012",8.857,2,11.8,2
"20:00:00 20/05/2013",10.449,2,11.8,2
"20:00:00 20/06/2006",10.72,2,8.6,2
"20:00:00 20/06/2007",9.3,2,8.6,2
"20:00:00 20/06/2008",NA,NA,12.1,2
"20:00:00 20/06/2009",9.447,2,9.7,2
"20:00:00 20/06/2010",8.169,2,11.4,2
"20:00:00 20/06/2011",10.48,2,10.3,2
"20:00:00 20/06/2012",10.642,15,9.5,2
"20:00:00 20/06/2013",8.549,15,10.1,2
"20:00:00 20/07/2006",9.6,2,10.2,2
"20:00:00 20/07/2007",10.024,2,8.4,2
"20:00:00 20/07/2008",9.771,2,NA,NA
"20:00:00 20/07/2009",9.271,2,11,2
"20:00:00 20/07/2010",10.368,15,9.4,2
"20:00:00 20/07/2011",10.738,2,9.4,2
"20:00:00 20/07/2012",12.104,15,9.4,2
"20:00:00 20/07/2013",9.268,15,11.2,2
"20:00:00 20/08/2006",8.158,2,12,2
"20:00:00 20/08/2007",11.359,2,10.1,2
"20:00:00 20/08/2008",10.999,2,11.4,2
"20:00:00 20/08/2009",9.461,2,12.4,2
"20:00:00 20/08/2010",11.063,15,9.6,2
"20:00:00 20/08/2011",11.261,2,9.8,2
